									
	Numero	Nom	Code	APICodeEntier	CaractHex	Ajouter sous Excel	Caracteristique	APICode	CodeBase
	12875	TONKAWA	6752	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	12876	TONKAWA	6752	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	12877	TONKAWA	6752	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	12878	WIYOT	6753	723	0070	p	vl bilabial stp	p	10
	12879	WIYOT	6753	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12880	WIYOT	6753	799	0074	t	vl alveolar stp	t	10
	12881	WIYOT	6753	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12882	WIYOT	6753	575	006B	k	vl velar stp	k	10
	12883	WIYOT	6753	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12884	WIYOT	6753	583	006B0175	kŵ	labzd vl velar stp	kW	10
	12885	WIYOT	6753	587	006B01750125	kŵĥ	labzd vl aspirate velar stp	kWh	10
	12886	WIYOT	6753	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	12887	WIYOT	6753	853	0074007320150125	ts―ĥ	vl aspirate alveolar sib affricate	tsh	10
	12888	WIYOT	6753	173	003F	?	vl glottal stp	?	10
	12889	WIYOT	6753	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12890	WIYOT	6753	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	12891	WIYOT	6753	786	0073	s	vl alveolar sib fricative	s	10
	12892	WIYOT	6753	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	12893	WIYOT	6753	266	222B	∫	vl postalveol sib fricative	S!	10
	12894	WIYOT	6753	623	006D	m	vd bilabial nasal	m	10
	12895	WIYOT	6753	637	006E	n	vd alveolar nasal	n	10
	12896	WIYOT	6753	768	0155	ŕ	vd alveolar approxi	rA	10
	12897	WIYOT	6753	600	006C	l	vd alveolar laterapprox	l	10
	12898	WIYOT	6753	765	0159	ř	vd retro approxi	r.A	10
	12899	WIYOT	6753	570	006A	j	vd palatal approxi	j	10
	12900	WIYOT	6753	894	0077	w	vd labvel approxi	w	10
	12901	WIYOT	6753	456	0429	Щ	vd velar approxi	gA	10
	12902	WIYOT	6753	534	0069	i	high front unrnd perif vowel	i	10
	12903	WIYOT	6753	420	0065	e	himid front unrnd perif vowel	e	10
	12904	WIYOT	6753	301	0061	a	low central unrnd perif vowel	a	10
	12905	WIYOT	6753	693	006F	o	himid back rounded perif vowel	o	10
	12906	WIYOT	6753	855	0075	u	high back rounded perif vowel	u	10
	12907	SENECA	6754	350	0062	b	vd bilabial stp	b	10
	12908	SENECA	6754	799	0074	t	vl alveolar stp	t	10
	12909	SENECA	6754	575	006B	k	vl velar stp	k	10
	12910	SENECA	6754	416	0064005A2015	dZ―	vd alveolar sib affricate	dz	10
	12911	SENECA	6754	786	0073	s	vl alveolar sib fricative	s	10
	12912	SENECA	6754	623	006D	m	vd bilabial nasal	m	10
	12913	SENECA	6754	637	006E	n	vd alveolar nasal	n	10
	12914	SENECA	6754	173	003F	?	vl glottal stp	?	10
	12915	SENECA	6754	474	0068	h	vl glottal fricative	h	10
	12916	SENECA	6754	534	0069	i	high front unrnd perif vowel	i	10
	12917	SENECA	6754	420	0065	e	himid front unrnd perif vowel	e	10
	12918	SENECA	6754	202	00E82020	è†	naszd lomid front unrnd perif vowel	E!~	10
	12919	SENECA	6754	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	12920	SENECA	6754	301	0061	a	low central unrnd perif vowel	a	10
	12921	SENECA	6754	855	0075	u	high back rounded perif vowel	u	10
	12922	SENECA	6754	693	006F	o	himid back rounded perif vowel	o	10
	12923	SENECA	6754	247	004F2020	O†	naszd lomid back rounded perif vowel	O!~	10
	12924	SENECA	6754	570	006A	j	vd palatal approxi	j	10
	12925	SENECA	6754	894	0077	w	vd labvel approxi	w	10
	12926	WICHITA	6755	799	0074	t	vl alveolar stp	t	10
	12927	WICHITA	6755	575	006B	k	vl velar stp	k	10
	12928	WICHITA	6755	583	006B0175	kŵ	labzd vl velar stp	kW	10
	12929	WICHITA	6755	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	12930	WICHITA	6755	133	00740073201525BA	ts―►	long vl alveolar sib affricate	ts:	10
	12931	WICHITA	6755	786	0073	s	vl alveolar sib fricative	s	10
	12932	WICHITA	6755	792	007325BA	s►	long vl alveolar sib fricative	s:	10
	12933	WICHITA	6755	637	006E	n	vd alveolar nasal	n	10
	12934	WICHITA	6755	649	006E25BA	n►	long vd alveolar nasal	n:	10
	12935	WICHITA	6755	173	003F	?	vl glottal stp	?	10
	12936	WICHITA	6755	486	0126	Ħ	vd glottal fricative	hh	10
	12937	WICHITA	6755	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12938	WICHITA	6755	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12939	WICHITA	6755	576	006B0027	k'	vl velar ejective stp	k'	10
	12940	WICHITA	6755	587	006B01750125	kŵĥ	labzd vl aspirate velar stp	kWh	10
	12941	WICHITA	6755	809	00540053201502D90125	TS―˙ĥ	vl aspirate retro sib affricate	t.sh	10
	12942	WICHITA	6755	850	0074007320150027	ts―'	vl alveolar sib ejective affricate	ts'	10
	12943	WICHITA	6755	787	00730027	s'	vl alveolar sib ejective fricative	s'	10
	12944	WICHITA	6755	100	007203870072	r·r	creaky vd alveolar rsound	rr*	10
	12945	WICHITA	6755	534	0069	i	high front unrnd perif vowel	i	10
	12946	WICHITA	6755	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	12947	WICHITA	6755	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12948	WICHITA	6755	198	00E825BA	è►	long lomid front unrnd perif vowel	E!:	10
	12949	WICHITA	6755	855	0075	u	high back rounded perif vowel	u	10
	12950	WICHITA	6755	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	12951	WICHITA	6755	317	00E2	â	low back rounded perif vowel	a_)	10
	12952	WICHITA	6755	318	00E225BA	â►	long low back rounded perif vowel	a_):	10
	12953	WICHITA	6755	894	0077	w	vd labvel approxi	w	10
	12954	WICHITA	6755	895	00770387	w·	creaky vd labvel approxi	w*	10
	12955	DAKOTA	6756	723	0070	p	vl bilabial stp	p	10
	12956	DAKOTA	6756	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12957	DAKOTA	6756	724	00700027	p'	vl bilabial ejective stp	p'	10
	12958	DAKOTA	6756	799	0074	t	vl alveolar stp	t	10
	12959	DAKOTA	6756	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12960	DAKOTA	6756	800	00740027	t'	vl alveolar ejective stp	t'	10
	12961	DAKOTA	6756	575	006B	k	vl velar stp	k	10
	12962	DAKOTA	6756	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	12963	DAKOTA	6756	576	006B0027	k'	vl velar ejective stp	k'	10
	12964	DAKOTA	6756	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	12965	DAKOTA	6756	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	12966	DAKOTA	6756	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	12967	DAKOTA	6756	787	00730027	s'	vl alveolar sib ejective fricative	s'	10
	12968	DAKOTA	6756	267	222B0027	∫'	vl postalveol sib ejective fricative	S!'	10
	12969	DAKOTA	6756	293	007A	z	vd postalveol sib fricative	Z!	10
	12970	DAKOTA	6756	898	0078	x	vl velar fricative	x	10
	12971	DAKOTA	6756	899	00780027	x'	vl velar ejective fricative	x'	10
	12972	DAKOTA	6756	458	0120	Ġ	vd velar fricative	gF	10
	12973	DAKOTA	6756	623	006D	m	vd bilabial nasal	m	10
	12974	DAKOTA	6756	637	006E	n	vd alveolar nasal	n	10
	12975	DAKOTA	6756	786	0073	s	vl alveolar sib fricative	s	10
	12976	DAKOTA	6756	474	0068	h	vl glottal fricative	h	10
	12977	DAKOTA	6756	534	0069	i	high front unrnd perif vowel	i	10
	12978	DAKOTA	6756	566	00692020	i†	naszd high front unrnd perif vowel	i~	10
	12979	DAKOTA	6756	196	00E8	è	lomid front unrnd perif vowel	E!	10
	12980	DAKOTA	6756	301	0061	a	low central unrnd perif vowel	a	10
	12981	DAKOTA	6756	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	12982	DAKOTA	6756	855	0075	u	high back rounded perif vowel	u	10
	12983	DAKOTA	6756	886	00752020	u†	naszd high back rounded perif vowel	u~	10
	12984	DAKOTA	6756	693	006F	o	himid back rounded perif vowel	o	10
	12985	DAKOTA	6756	894	0077	w	vd labvel approxi	w	10
	12986	DAKOTA	6756	570	006A	j	vd palatal approxi	j	10
	12987	DAKOTA	6756	266	222B	∫	vl postalveol sib fricative	S!	10
	12988	DAKOTA	6756	350	0062	b	vd bilabial stp	b	10
	12989	DAKOTA	6756	600	006C	l	vd alveolar laterapprox	l	10
	12990	DAKOTA	6756	909	005A	Z	vd alveolar sib fricative	z	10
	12991	YUCHI	6757	723	0070	p	vl bilabial stp	p	10
	12992	YUCHI	6757	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	12993	YUCHI	6757	350	0062	b	vd bilabial stp	b	10
	12994	YUCHI	6757	724	00700027	p'	vl bilabial ejective stp	p'	10
	12995	YUCHI	6757	799	0074	t	vl alveolar stp	t	10
	12996	YUCHI	6757	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	12997	YUCHI	6757	374	0064	d	vd alveolar stp	d	10
	12998	YUCHI	6757	800	00740027	t'	vl alveolar ejective stp	t'	10
	12999	YUCHI	6757	575	006B	k	vl velar stp	k	10
	13000	YUCHI	6757	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	13001	YUCHI	6757	439	0067	g	vd velar stp	g	10
	13002	YUCHI	6757	576	006B0027	k'	vl velar ejective stp	k'	10
	13003	YUCHI	6757	173	003F	?	vl glottal stp	?	10
	13004	YUCHI	6757	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	13005	YUCHI	6757	853	0074007320150125	ts―ĥ	vl aspirate alveolar sib affricate	tsh	10
	13006	YUCHI	6757	416	0064005A2015	dZ―	vd alveolar sib affricate	dz	10
	13007	YUCHI	6757	850	0074007320150027	ts―'	vl alveolar sib ejective affricate	ts'	10
	13008	YUCHI	6757	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13009	YUCHI	6757	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	13010	YUCHI	6757	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	13011	YUCHI	6757	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	13012	YUCHI	6757	252	0046	F	vl bilabial fricative	P!	10
	13013	YUCHI	6757	253	00460027	F'	vl bilabial ejective fricative	P!'	10
	13014	YUCHI	6757	786	0073	s	vl alveolar sib fricative	s	10
	13015	YUCHI	6757	787	00730027	s'	vl alveolar sib ejective fricative	s'	10
	13016	YUCHI	6757	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	13017	YUCHI	6757	41	013D0027	Ľ'	vl alveolar laterfricativ ejective	hlF'	10
	13018	YUCHI	6757	266	222B	∫	vl postalveol sib fricative	S!	10
	13019	YUCHI	6757	267	222B0027	∫'	vl postalveol sib ejective fricative	S!'	10
	13020	YUCHI	6757	474	0068	h	vl glottal fricative	h	10
	13021	YUCHI	6757	637	006E	n	vd alveolar nasal	n	10
	13022	YUCHI	6757	642	006E0387	n·	creaky vd alveolar nasal	n*	10
	13023	YUCHI	6757	600	006C	l	vd alveolar laterapprox	l	10
	13024	YUCHI	6757	601	006C0387	l·	creaky vd alveolar laterapprox	l*	10
	13025	YUCHI	6757	420	0065	e	himid front unrnd perif vowel	e	10
	13026	YUCHI	6757	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	13027	YUCHI	6757	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	13028	YUCHI	6757	301	0061	a	low central unrnd perif vowel	a	10
	13029	YUCHI	6757	855	0075	u	high back rounded perif vowel	u	10
	13030	YUCHI	6757	693	006F	o	himid back rounded perif vowel	o	10
	13031	YUCHI	6757	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	13032	YUCHI	6757	894	0077	w	vd labvel approxi	w	10
	13033	YUCHI	6757	895	00770387	w·	creaky vd labvel approxi	w*	10
	13034	YUCHI	6757	570	006A	j	vd palatal approxi	j	10
	13035	YUCHI	6757	571	006A0387	j·	creaky vd palatal approxi	j*	10
	13036	YUCHI	6757	534	0069	i	high front unrnd perif vowel	i	10
	13037	TUNICA	6758	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	13038	TUNICA	6758	350	0062	b	vd bilabial stp	b	10
	13039	TUNICA	6758	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	13040	TUNICA	6758	374	0064	d	vd alveolar stp	d	10
	13041	TUNICA	6758	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	13042	TUNICA	6758	439	0067	g	vd velar stp	g	10
	13043	TUNICA	6758	833	007400AF222B20150125	t¯∫―ĥ	vl aspirate postalveol sib affricate	tS!h	10
	13044	TUNICA	6758	894	0077	w	vd labvel approxi	w	10
	13045	TUNICA	6758	786	0073	s	vl alveolar sib fricative	s	10
	13046	TUNICA	6758	266	222B	∫	vl postalveol sib fricative	S!	10
	13047	TUNICA	6758	623	006D	m	vd bilabial nasal	m	10
	13048	TUNICA	6758	637	006E	n	vd alveolar nasal	n	10
	13049	TUNICA	6758	600	006C	l	vd alveolar laterapprox	l	10
	13050	TUNICA	6758	763	0072	r	vd alveolar trill	r	10
	13051	TUNICA	6758	173	003F	?	vl glottal stp	?	10
	13052	TUNICA	6758	474	0068	h	vl glottal fricative	h	10
	13053	TUNICA	6758	534	0069	i	high front unrnd perif vowel	i	10
	13054	TUNICA	6758	420	0065	e	himid front unrnd perif vowel	e	10
	13055	TUNICA	6758	196	00E8	è	lomid front unrnd perif vowel	E!	10
	13056	TUNICA	6758	301	0061	a	low central unrnd perif vowel	a	10
	13057	TUNICA	6758	855	0075	u	high back rounded perif vowel	u	10
	13058	TUNICA	6758	693	006F	o	himid back rounded perif vowel	o	10
	13059	TUNICA	6758	239	004F	O	lomid back rounded perif vowel	O!	10
	13060	TUNICA	6758	570	006A	j	vd palatal approxi	j	10
	13061	ALABAMA	6759	723	0070	p	vl bilabial stp	p	10
	13062	ALABAMA	6759	350	0062	b	vd bilabial stp	b	10
	13063	ALABAMA	6759	814	007400B7	t·	vl dental stp	tD	10
	13064	ALABAMA	6759	575	006B	k	vl velar stp	k	10
	13065	ALABAMA	6759	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13066	ALABAMA	6759	252	0046	F	vl bilabial fricative	P!	10
	13067	ALABAMA	6759	786	0073	s	vl alveolar sib fricative	s	10
	13068	ALABAMA	6759	623	006D	m	vd bilabial nasal	m	10
	13069	ALABAMA	6759	637	006E	n	vd alveolar nasal	n	10
	13070	ALABAMA	6759	600	006C	l	vd alveolar laterapprox	l	10
	13071	ALABAMA	6759	498	013D	Ľ	vl alveolar laterfricativ	hlF	10
	13072	ALABAMA	6759	474	0068	h	vl glottal fricative	h	10
	13073	ALABAMA	6759	420	0065	e	himid front unrnd perif vowel	e	10
	13074	ALABAMA	6759	301	0061	a	low central unrnd perif vowel	a	10
	13075	ALABAMA	6759	693	006F	o	himid back rounded perif vowel	o	10
	13076	ALABAMA	6759	570	006A	j	vd palatal approxi	j	10
	13077	ALABAMA	6759	894	0077	w	vd labvel approxi	w	10
	13078	WAPPO	6760	723	0070	p	vl bilabial stp	p	10
	13079	WAPPO	6760	724	00700027	p'	vl bilabial ejective stp	p'	10
	13080	WAPPO	6760	350	0062	b	vd bilabial stp	b	10
	13081	WAPPO	6760	814	007400B7	t·	vl dental stp	tD	10
	13082	WAPPO	6760	386	006400B7	d·	vd dental stp	dD	10
	13083	WAPPO	6760	815	007400B70027	t·'	vl dental ejective stp	tD'	10
	13084	WAPPO	6760	799	0074	t	vl alveolar stp	t	10
	13085	WAPPO	6760	800	00740027	t'	vl alveolar ejective stp	t'	10
	13086	WAPPO	6760	575	006B	k	vl velar stp	k	10
	13087	WAPPO	6760	576	006B0027	k'	vl velar ejective stp	k'	10
	13088	WAPPO	6760	439	0067	g	vd velar stp	g	10
	13089	WAPPO	6760	173	003F	?	vl glottal stp	?	10
	13090	WAPPO	6760	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	13091	WAPPO	6760	850	0074007320150027	ts―'	vl alveolar sib ejective affricate	ts'	10
	13092	WAPPO	6760	830	007400AF222B20150027	t¯∫―'	vl postalveol sib ejective affricate	tS!'	10
	13093	WAPPO	6760	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13094	WAPPO	6760	434	0066	f	vl labdent fricative	f	10
	13095	WAPPO	6760	786	0073	s	vl alveolar sib fricative	s	10
	13096	WAPPO	6760	266	222B	∫	vl postalveol sib fricative	S!	10
	13097	WAPPO	6760	474	0068	h	vl glottal fricative	h	10
	13098	WAPPO	6760	623	006D	m	vd bilabial nasal	m	10
	13099	WAPPO	6760	637	006E	n	vd alveolar nasal	n	10
	13100	WAPPO	6760	624	006D0387	m·	creaky vd bilabial nasal	m*	10
	13101	WAPPO	6760	642	006E0387	n·	creaky vd alveolar nasal	n*	10
	13102	WAPPO	6760	600	006C	l	vd alveolar laterapprox	l	10
	13103	WAPPO	6760	601	006C0387	l·	creaky vd alveolar laterapprox	l*	10
	13104	WAPPO	6760	783	00720072	rr	vd alveolar rsound	rr	10
	13105	WAPPO	6760	100	007203870072	r·r	creaky vd alveolar rsound	rr*	10
	13106	WAPPO	6760	570	006A	j	vd palatal approxi	j	10
	13107	WAPPO	6760	571	006A0387	j·	creaky vd palatal approxi	j*	10
	13108	WAPPO	6760	534	0069	i	high front unrnd perif vowel	i	10
	13109	WAPPO	6760	420	0065	e	himid front unrnd perif vowel	e	10
	13110	WAPPO	6760	301	0061	a	low central unrnd perif vowel	a	10
	13111	WAPPO	6760	693	006F	o	himid back rounded perif vowel	o	10
	13112	WAPPO	6760	855	0075	u	high back rounded perif vowel	u	10
	13113	NAHUATL	6762	723	0070	p	vl bilabial stp	p	10
	13114	NAHUATL	6762	814	007400B7	t·	vl dental stp	tD	10
	13115	NAHUATL	6762	575	006B	k	vl velar stp	k	10
	13116	NAHUATL	6762	583	006B0175	kŵ	labzd vl velar stp	kW	10
	13117	NAHUATL	6762	173	003F	?	vl glottal stp	?	10
	13118	NAHUATL	6762	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	13119	NAHUATL	6762	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13120	NAHUATL	6762	846	0074013D2015	tĽ―	vl alveolar affricate lateral	tlF	10
	13121	NAHUATL	6762	623	006D	m	vd bilabial nasal	m	10
	13122	NAHUATL	6762	786	0073	s	vl alveolar sib fricative	s	10
	13123	NAHUATL	6762	266	222B	∫	vl postalveol sib fricative	S!	10
	13124	NAHUATL	6762	600	006C	l	vd alveolar laterapprox	l	10
	13125	NAHUATL	6762	256	004600BC	F¼	vl bilabial approxi	PA	10
	13126	NAHUATL	6762	188	03B200BC	β¼	vd bilabial approxi	BA	10
	13127	NAHUATL	6762	570	006A	j	vd palatal approxi	j	10
	13128	NAHUATL	6762	534	0069	i	high front unrnd perif vowel	i	10
	13129	NAHUATL	6762	196	00E8	è	lomid front unrnd perif vowel	E!	10
	13130	NAHUATL	6762	301	0061	a	low central unrnd perif vowel	a	10
	13131	NAHUATL	6762	693	006F	o	himid back rounded perif vowel	o	10
	13132	NAHUATL	6762	650	006E00B7	n·	vd dental nasal	nD!	10
	13133	KAWAIISU	6763	723	0070	p	vl bilabial stp	p	10
	13134	KAWAIISU	6763	799	0074	t	vl alveolar stp	t	10
	13135	KAWAIISU	6763	575	006B	k	vl velar stp	k	10
	13136	KAWAIISU	6763	583	006B0175	kŵ	labzd vl velar stp	kW	10
	13137	KAWAIISU	6763	173	003F	?	vl glottal stp	?	10
	13138	KAWAIISU	6763	350	0062	b	vd bilabial stp	b	10
	13139	KAWAIISU	6763	374	0064	d	vd alveolar stp	d	10
	13140	KAWAIISU	6763	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	13141	KAWAIISU	6763	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13142	KAWAIISU	6763	474	0068	h	vl glottal fricative	h	10
	13143	KAWAIISU	6763	484	00680175	hŵ	labzd vl glottal fricative	hW!	10
	13144	KAWAIISU	6763	888	0076	v	vd labdent fricative	v	10
	13145	KAWAIISU	6763	458	0120	Ġ	vd velar fricative	gF	10
	13146	KAWAIISU	6763	461	01200175	Ġŵ	labzd vd velar fricative	gFW	10
	13147	KAWAIISU	6763	786	0073	s	vl alveolar sib fricative	s	10
	13148	KAWAIISU	6763	266	222B	∫	vl postalveol sib fricative	S!	10
	13149	KAWAIISU	6763	909	005A	Z	vd alveolar sib fricative	z	10
	13150	KAWAIISU	6763	293	007A	z	vd postalveol sib fricative	Z!	10
	13151	KAWAIISU	6763	623	006D	m	vd bilabial nasal	m	10
	13152	KAWAIISU	6763	637	006E	n	vd alveolar nasal	n	10
	13153	KAWAIISU	6763	224	014B	ŋ	vd velar nasal	N!1	10
	13154	KAWAIISU	6763	776	0156	Ŗ	vd alveolar flap	r[	10
	13155	KAWAIISU	6763	600	006C	l	vd alveolar laterapprox	l	10
	13156	KAWAIISU	6763	570	006A	j	vd palatal approxi	j	10
	13157	KAWAIISU	6763	894	0077	w	vd labvel approxi	w	10
	13158	KAWAIISU	6763	534	0069	i	high front unrnd perif vowel	i	10
	13159	KAWAIISU	6763	875	016A	Ū	high back unrnd vowel	uu	10
	13160	KAWAIISU	6763	855	0075	u	high back rounded perif vowel	u	10
	13161	KAWAIISU	6763	420	0065	e	himid front unrnd perif vowel	e	10
	13162	KAWAIISU	6763	693	006F	o	himid back rounded perif vowel	o	10
	13163	KAWAIISU	6763	301	0061	a	low central unrnd perif vowel	a	10
	13164	AMUZGO	6770	723	0070	p	vl bilabial stp	p	10
	13165	AMUZGO	6770	799	0074	t	vl alveolar stp	t	10
	13166	AMUZGO	6770	842	007402C9	tˉ	vl postalveol stp	t_	10
	13167	AMUZGO	6770	575	006B	k	vl velar stp	k	10
	13168	AMUZGO	6770	580	006B0135	kĵ	palzd vl velar stp	kJ	10
	13169	AMUZGO	6770	583	006B0175	kŵ	labzd vl velar stp	kW	10
	13170	AMUZGO	6770	173	003F	?	vl glottal stp	?	10
	13171	AMUZGO	6770	630	006D0062	mb	prenazad vd bilabial stp	mb	10
	13172	AMUZGO	6770	668	006E02C9006402C9	nˉdˉ	prenazad vd postalveol stp	nd_	10
	13173	AMUZGO	6770	228	014B0067	ŋg	prenazad vd velar stp	Ng	10
	13174	AMUZGO	6770	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	13175	AMUZGO	6770	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	13176	AMUZGO	6770	474	0068	h	vl glottal fricative	h	10
	13177	AMUZGO	6770	186	03B2	β	vd bilabial fricative	B!	10
	13178	AMUZGO	6770	786	0073	s	vl alveolar sib fricative	s	10
	13179	AMUZGO	6770	266	222B	∫	vl postalveol sib fricative	S!	10
	13180	AMUZGO	6770	623	006D	m	vd bilabial nasal	m	10
	13181	AMUZGO	6770	637	006E	n	vd alveolar nasal	n	10
	13182	AMUZGO	6770	657	006E02C9	nˉ	vd postalveol nasal	n_	10
	13183	AMUZGO	6770	776	0156	Ŗ	vd alveolar flap	r[	10
	13184	AMUZGO	6770	763	0072	r	vd alveolar trill	r	10
	13185	AMUZGO	6770	600	006C	l	vd alveolar laterapprox	l	10
	13186	AMUZGO	6770	570	006A	j	vd palatal approxi	j	10
	13187	AMUZGO	6770	894	0077	w	vd labvel approxi	w	10
	13188	AMUZGO	6770	534	0069	i	high front unrnd perif vowel	i	10
	13189	AMUZGO	6770	420	0065	e	himid front unrnd perif vowel	e	10
	13190	AMUZGO	6770	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	13191	AMUZGO	6770	301	0061	a	low central unrnd perif vowel	a	10
	13192	AMUZGO	6770	317	00E2	â	low back rounded perif vowel	a_)	10
	13193	AMUZGO	6770	693	006F	o	himid back rounded perif vowel	o	10
	13194	AMUZGO	6770	855	0075	u	high back rounded perif vowel	u	10
	13195	AMUZGO	6770	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	13196	AMUZGO	6770	331	00E62020	æ†	naszd raidlo front unrnd perif vowel	aa~	10
	13197	AMUZGO	6770	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	13198	AMUZGO	6770	321	00E22020	â†	naszd low back rounded perif vowel	a_)~	10
	13199	AMUZGO	6770	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	13200	AMUZGO	6770	661	006E0064	nd	prenazad vd alveolar stp	nd	10
	13201	BELLA COOLA	6771	723	0070	p	vl bilabial stp	p	10
	13202	BELLA COOLA	6771	814	007400B7	t·	vl dental stp	tD	10
	13203	BELLA COOLA	6771	364	0063	c	vl palatal stp	c	10
	13204	BELLA COOLA	6771	583	006B0175	kŵ	labzd vl velar stp	kW	10
	13205	BELLA COOLA	6771	737	0071	q	vl uvular stp	q	10
	13206	BELLA COOLA	6771	744	00710175	qŵ	labzd vl uvular stp	qW	10
	13207	BELLA COOLA	6771	173	003F	?	vl glottal stp	?	10
	13208	BELLA COOLA	6771	724	00700027	p'	vl bilabial ejective stp	p'	10
	13209	BELLA COOLA	6771	815	007400B70027	t·'	vl dental ejective stp	tD'	10
	13210	BELLA COOLA	6771	365	00630027	c'	vl palatal ejective stp	c'	10
	13211	BELLA COOLA	6771	584	006B01750027	kŵ'	labzd vl velar ejective stp	kW'	10
	13212	BELLA COOLA	6771	738	00710027	q'	vl uvular ejective stp	q'	10
	13213	BELLA COOLA	6771	745	007101750027	qŵ'	labzd vl uvular ejective stp	qW'	10
	13214	BELLA COOLA	6771	849	007400732015	ts―	vl alveolar sib affricate	ts	10
